animal_id,group_id,date,training_day,data_complete,total_interactions,direct_interactions,audio_events,pulse_events,audio_only_events,audio_only_proportion,pulse_audio_ratio,social_responses,missing_records
C056,G5,2026-09-06,6,0,1,0,0,0,0,,,1,1
C056,G5,2026-09-07,7,1,3,1,1,1,0,0.0,1.0,2,0
C057,G5,2026-09-01,1,0,3,3,3,1,2,,,0,1
C057,G5,2026-09-02,2,1,2,1,1,0,1,1.0,0.0,1,0
C057,G5,2026-09-03,3,1,2,1,1,0,1,1.0,0.0,1,0
C057,G5,2026-09-04,4,1,1,0,0,0,0,,,1,0
C057,G5,2026-09-05,5,1,2,1,1,0,1,1.0,0.0,1,0
C057,G5,2026-09-06,6,1,4,3,3,0,3,1.0,0.0,1,0
C057,G5,2026-09-07,7,1,1,1,1,0,1,1.0,0.0,0,0
C058,G5,2026-09-01,1,1,0,0,0,0,0,,,0,0
C058,G5,2026-09-02,2,1,1,1,1,1,0,0.0,1.0,0,0
C058,G5,2026-09-03,3,1,0,0,0,0,0,,,0,0
C058,G5,2026-09-04,4,1,1,1,1,0,1,1.0,0.0,0,0
C058,G5,2026-09-05,5,1,2,0,0,0,0,,,2,0
C058,G5,2026-09-06,6,1,3,0,0,0,0,,,3,0
C058,G5,2026-09-07,7,1,1,0,0,0,0,,,1,0
C059,G5,2026-09-01,1,1,4,1,1,0,1,1.0,0.0,3,0
C059,G5,2026-09-02,2,1,1,1,1,1,0,0.0,1.0,0,0
C059,G5,2026-09-03,3,1,1,0,0,0,0,,,1,0
C059,G5,2026-09-04,4,1,2,2,2,0,2,1.0,0.0,0,0
C059,G5,2026-09-05,5,1,0,0,0,0,0,,,0,0
C059,G5,2026-09-06,6,1,1,0,0,0,0,,,1,0
C059,G5,2026-09-07,7,1,3,1,1,0,1,1.0,0.0,2,0
C060,G5,2026-09-01,1,1,1,0,0,0,0,,,1,0
C060,G5,2026-09-02,2,1,0,0,0,0,0,,,0,0
C060,G5,2026-09-03,3,1,1,0,0,0,0,,,1,0
C060,G5,2026-09-04,4,1,1,0,0,0,0,,,1,0
C060,G5,2026-09-05,5,1,0,0,0,0,0,,,0,0
C060,G5,2026-09-06,6,1,1,0,0,0,0,,,1,0
C060,G5,2026-09-07,7,0,1,0,0,0,0,,,1,1
C061,G6,2026-09-01,1,1,0,0,0,0,0,,,0,0
C061,G6,2026-09-02,2,1,3,2,2,0,2,1.0,0.0,1,0
C061,G6,2026-09-03,3,1,1,0,0,0,0,,,1,0
C061,G6,2026-09-04,4,1,0,0,0,0,0,,,0,0
C061,G6,2026-09-05,5,1,0,0,0,0,0,,,0,0
C061,G6,2026-09-06,6,1,0,0,0,0,0,,,0,0
C061,G6,2026-09-07,7,1,0,0,0,0,0,,,0,0
C062,G6,2026-09-01,1,1,1,0,0,0,0,,,1,0
C062,G6,2026-09-02,2,1,2,1,1,1,0,0.0,1.0,1,0
C062,G6,2026-09-03,3,1,1,0,0,0,0,,,1,0
C062,G6,2026-09-04,4,0,0,0,0,0,0,,,0,1
C062,G6,2026-09-05,5,1,2,0,0,0,0,,,2,0
C062,G6,2026-09-06,6,1,1,0,0,0,0,,,1,0
C062,G6,2026-09-07,7,1,2,1,1,1,0,0.0,1.0,1,0
C063,G6,2026-09-01,1,1,1,0,0,0,0,,,1,0
C063,G6,2026-09-02,2,1,4,0,0,0,0,,,4,0
C063,G6,2026-09-03,3,1,2,1,1,1,0,0.0,1.0,1,0
C063,G6,2026-09-04,4,1,0,0,0,0,0,,,0,0
C063,G6,2026-09-05,5,1,1,1,1,0,1,1.0,0.0,0,0
C063,G6,2026-09-06,6,1,1,0,0,0,0,,,1,0
C063,G6,2026-09-07,7,1,2,0,0,0,0,,,2,0
C064,G6,2026-09-01,1,1,0,0,0,0,0,,,0,0
C064,G6,2026-09-02,2,1,2,0,0,0,0,,,2,0
C064,G6,2026-09-03,3,1,1,0,0,0,0,,,1,0
C064,G6,2026-09-04,4,1,0,0,0,0,0,,,0,0
C064,G6,2026-09-05,5,1,4,1,1,0,1,1.0,0.0,3,0
C064,G6,2026-09-06,6,1,3,2,2,1,1,0.5,0.5,1,0
C064,G6,2026-09-07,7,1,0,0,0,0,0,,,0,0
C065,G6,2026-09-01,1,1,0,0,0,0,0,,,0,0
C065,G6,2026-09-02,2,1,6,2,2,1,1,0.5,0.5,4,0
C065,G6,2026-09-03,3,1,1,0,0,0,0,,,1,0
C065,G6,2026-09-04,4,1,0,0,0,0,0,,,0,0
C065,G6,2026-09-05,5,1,3,0,0,0,0,,,3,0
C065,G6,2026-09-06,6,1,0,0,0,0,0,,,0,0
C065,G6,2026-09-07,7,1,2,1,1,0,1,1.0,0.0,1,0
C066,G6,2026-09-01,1,1,1,1,1,1,0,0.0,1.0,0,0
C066,G6,2026-09-02,2,1,2,1,1,1,0,0.0,1.0,1,0
C066,G6,2026-09-03,3,1,1,0,0,0,0,,,1,0
C066,G6,2026-09-04,4,1,0,0,0,0,0,,,0,0
C066,G6,2026-09-05,5,1,1,0,0,0,0,,,1,0
C066,G6,2026-09-06,6,1,0,0,0,0,0,,,0,0
C066,G6,2026-09-07,7,1,3,2,2,2,0,0.0,1.0,1,0
C067,G6,2026-09-01,1,1,0,0,0,0,0,,,0,0
C067,G6,2026-09-02,2,1,0,0,0,0,0,,,0,0
C067,G6,2026-09-03,3,1,2,0,0,0,0,,,2,0
C067,G6,2026-09-04,4,1,1,1,1,0,1,1.0,0.0,0,0
C067,G6,2026-09-05,5,1,1,0,0,0,0,,,1,0
C067,G6,2026-09-06,6,1,0,0,0,0,0,,,0,0
C067,G6,2026-09-07,7,1,3,0,0,0,0,,,3,0
C068,G6,2026-09-01,1,0,0,0,0,0,0,,,0,1
C068,G6,2026-09-02,2,1,1,0,0,0,0,,,1,0
C068,G6,2026-09-03,3,1,0,0,0,0,0,,,0,0
C068,G6,2026-09-04,4,1,0,0,0,0,0,,,0,0
C068,G6,2026-09-05,5,1,0,0,0,0,0,,,0,0
C068,G6,2026-09-06,6,1,1,0,0,0,0,,,1,0
C068,G6,2026-09-07,7,1,3,1,1,0,1,1.0,0.0,2,0
C069,G6,2026-09-01,1,1,0,0,0,0,0,,,0,0
C069,G6,2026-09-02,2,1,6,5,5,1,4,0.8,0.2,1,0
C069,G6,2026-09-03,3,1,1,1,1,0,1,1.0,0.0,0,0
C069,G6,2026-09-04,4,1,1,0,0,0,0,,,1,0
C069,G6,2026-09-05,5,1,2,2,2,0,2,1.0,0.0,0,0
C069,G6,2026-09-06,6,1,4,3,3,0,3,1.0,0.0,1,0
C069,G6,2026-09-07,7,1,1,1,1,0,1,1.0,0.0,0,0
C070,G6,2026-09-01,1,1,0,0,0,0,0,,,0,0
C070,G6,2026-09-02,2,1,3,0,0,0,0,,,3,0
C070,G6,2026-09-03,3,1,1,0,0,0,0,,,1,0
C070,G6,2026-09-04,4,1,0,0,0,0,0,,,0,0
C070,G6,2026-09-05,5,1,0,0,0,0,0,,,0,0
C070,G6,2026-09-06,6,1,1,0,0,0,0,,,1,0
C070,G6,2026-09-07,7,1,1,0,0,0,0,,,1,0
C071,G6,2026-09-01,1,1,2,2,2,2,0,0.0,1.0,0,0
C071,G6,2026-09-02,2,1,8,6,6,1,5,0.8333333333333334,0.16666666666666666,2,0
C071,G6,2026-09-03,3,0,1,1,1,0,1,,,0,1
C071,G6,2026-09-04,4,1,2,2,2,0,2,1.0,0.0,0,0
C071,G6,2026-09-05,5,0,2,1,1,0,1,,,1,1
C071,G6,2026-09-06,6,1,2,2,2,0,2,1.0,0.0,0,0
C071,G6,2026-09-07,7,1,1,1,1,0,1,1.0,0.0,0,0
C072,G6,2026-09-01,1,1,0,0,0,0,0,,,0,0
C072,G6,2026-09-02,2,1,4,0,0,0,0,,,4,0
C072,G6,2026-09-03,3,1,0,0,0,0,0,,,0,0
C072,G6,2026-09-04,4,1,0,0,0,0,0,,,0,0
C072,G6,2026-09-05,5,1,0,0,0,0,0,,,0,0
C072,G6,2026-09-06,6,1,0,0,0,0,0,,,0,0
C072,G6,2026-09-07,7,1,1,0,0,0,0,,,1,0
