animal_event_id,group_event_id,animal_id,group_id,date,training_day,event_time,event_type,audio_cue,pulse_delivered,audio_only,previous_direct_exposures,initiator_id,data_complete
AE00308,GE0137,C063,G6,2026-09-03,3,12:34:06,Direct,1,1,0,0,C063,1
AE00311,GE0138,C063,G6,2026-09-03,3,18:11:11,Social,0,0,,,C071,1
AE00309,GE0137,C061,G6,2026-09-03,3,12:34:06,Social,0,0,,,C063,1
AE00312,GE0139,C069,G6,2026-09-03,3,15:01:48,Direct,1,0,1,5,C069,1
AE00313,GE0139,C064,G6,2026-09-03,3,15:01:48,Social,0,0,,,C069,1
AE00315,GE0140,C067,G6,2026-09-03,3,09:00:11,Social,0,0,,,C071,1
AE00318,GE0141,C067,G6,2026-09-03,3,17:29:21,Social,0,0,,,C071,1
AE00317,GE0141,C062,G6,2026-09-03,3,17:29:21,Social,0,0,,,C071,1
AE00319,GE0141,C070,G6,2026-09-03,3,17:29:21,Social,0,0,,,C071,1
AE00320,GE0142,C004,G1,2026-09-04,4,16:44:22,Direct,1,0,1,1,C004,1
AE00321,GE0142,C005,G1,2026-09-04,4,16:44:22,Social,0,0,,,C004,1
AE00322,GE0143,C008,G1,2026-09-04,4,18:10:13,Direct,1,0,1,3,C008,1
AE00323,GE0144,C006,G1,2026-09-04,4,16:32:54,Direct,1,0,1,5,C006,1
AE00324,GE0144,C011,G1,2026-09-04,4,16:32:54,Social,0,0,,,C006,1
AE00325,GE0145,C017,G2,2026-09-04,4,16:47:32,Direct,1,0,1,6,C017,1
AE00326,GE0145,C016,G2,2026-09-04,4,16:47:32,Social,0,0,,,C017,1
AE00327,GE0145,C018,G2,2026-09-04,4,16:47:32,Social,0,0,,,C017,1
AE00330,GE0146,C018,G2,2026-09-04,4,16:43:07,Social,0,0,,,C014,1
AE00328,GE0146,C014,G2,2026-09-04,4,16:43:07,Direct,1,0,1,5,C014,1
AE00329,GE0146,C015,G2,2026-09-04,4,16:43:07,Social,0,0,,,C014,1
AE00331,GE0146,C022,G2,2026-09-04,4,16:43:07,Social,0,0,,,C014,1
AE00332,GE0147,C031,G3,2026-09-04,4,09:07:13,Direct,1,1,0,2,C031,1
AE00333,GE0148,C036,G3,2026-09-04,4,18:03:44,Direct,1,0,1,5,C036,1
AE00334,GE0149,C038,G4,2026-09-04,4,06:10:27,Direct,1,1,0,1,C038,1
AE00336,GE0150,C038,G4,2026-09-04,4,14:44:34,Direct,1,0,1,2,C038,1
AE00335,GE0149,C039,G4,2026-09-04,4,06:10:27,Social,0,0,,,C038,1
AE00337,GE0150,C042,G4,2026-09-04,4,14:44:34,Social,0,0,,,C038,1
AE00338,GE0151,C053,G5,2026-09-04,4,12:58:22,Direct,1,0,1,5,C053,1
AE00339,GE0152,C053,G5,2026-09-04,4,17:20:03,Direct,1,0,1,6,C053,1
AE00345,GE0155,C053,G5,2026-09-04,4,18:06:47,Social,0,0,,,C059,1
AE00340,GE0152,C051,G5,2026-09-04,4,17:20:03,Social,0,0,,,C053,1
AE00341,GE0152,C060,G5,2026-09-04,4,17:20:03,Social,0,0,,,C053,1
AE00342,GE0153,C058,G5,2026-09-04,4,14:14:54,Direct,1,0,1,1,C058,1
AE00343,GE0154,C059,G5,2026-09-04,4,15:00:03,Direct,1,0,1,2,C059,1
AE00344,GE0155,C059,G5,2026-09-04,4,18:06:47,Direct,1,0,1,3,C059,1
AE00346,GE0155,C054,G5,2026-09-04,4,18:06:47,Social,0,0,,,C059,1
AE00347,GE0155,C056,G5,2026-09-04,4,18:06:47,Social,0,0,,,C059,1
AE00348,GE0156,C050,G5,2026-09-04,4,06:35:49,Direct,1,0,1,0,C050,1
AE00349,GE0157,C050,G5,2026-09-04,4,07:27:18,Direct,1,0,1,1,C050,1
AE00350,GE0157,C057,G5,2026-09-04,4,07:27:18,Social,0,0,,,C050,1
AE00351,GE0158,C071,G6,2026-09-04,4,18:33:40,Direct,1,0,1,12,C071,1
AE00352,GE0159,C071,G6,2026-09-04,4,09:14:18,Direct,1,0,1,13,C071,1
AE00353,GE0159,C069,G6,2026-09-04,4,09:14:18,Social,0,0,,,C071,1
AE00354,GE0160,C067,G6,2026-09-04,4,12:19:53,Direct,1,0,1,0,C067,1
AE00355,GE0161,C011,G1,2026-09-05,5,07:08:45,Direct,1,1,0,2,C011,1
AE00356,GE0162,C011,G1,2026-09-05,5,13:45:26,Direct,1,0,1,3,C011,1
AE00357,GE0163,C024,G2,2026-09-05,5,07:23:53,Direct,1,0,1,2,C024,1
AE00358,GE0163,C020,G2,2026-09-05,5,07:23:53,Social,0,0,,,C024,1
AE00360,GE0164,C020,G2,2026-09-05,5,09:43:18,Social,0,0,,,C017,1
AE00363,GE0165,C020,G2,2026-09-05,5,16:36:43,Social,0,0,,,C016,1
AE00359,GE0164,C017,G2,2026-09-05,5,09:43:18,Direct,1,1,0,7,C017,1
AE00366,GE0168,C017,G2,2026-09-05,5,12:03:34,Direct,1,1,0,8,C017,1
AE00369,GE0169,C017,G2,2026-09-05,5,07:35:40,Direct,1,0,1,9,C017,1
AE00361,GE0165,C016,G2,2026-09-05,5,16:36:43,Direct,1,0,1,4,C016,0
AE00362,GE0165,C013,G2,2026-09-05,5,16:36:43,Social,0,0,,,C016,1
AE00364,GE0166,C023,G2,2026-09-05,5,18:00:59,Direct,1,0,1,9,C023,1
AE00371,GE0169,C023,G2,2026-09-05,5,07:35:40,Social,0,0,,,C017,1
AE00365,GE0167,C019,G2,2026-09-05,5,07:45:45,Direct,1,0,1,4,C019,1
AE00368,GE0168,C022,G2,2026-09-05,5,12:03:34,Social,0,0,,,C017,0
AE00370,GE0169,C014,G2,2026-09-05,5,07:35:40,Social,0,0,,,C017,1
AE00372,GE0170,C028,G3,2026-09-05,5,14:49:30,Direct,1,1,0,1,C028,1
AE00379,GE0172,C028,G3,2026-09-05,5,08:34:19,Social,0,0,,,C031,1
AE00373,GE0171,C027,G3,2026-09-05,5,06:51:27,Direct,1,0,1,0,C027,1
AE00374,GE0171,C025,G3,2026-09-05,5,06:51:27,Social,0,0,,,C027,1
AE00378,GE0172,C025,G3,2026-09-05,5,08:34:19,Social,0,0,,,C031,1
AE00375,GE0171,C026,G3,2026-09-05,5,06:51:27,Social,0,0,,,C027,1
AE00376,GE0171,C029,G3,2026-09-05,5,06:51:27,Social,0,0,,,C027,1
AE00377,GE0172,C031,G3,2026-09-05,5,08:34:19,Direct,1,1,0,3,C031,0
AE00380,GE0172,C035,G3,2026-09-05,5,08:34:19,Social,0,0,,,C031,1
AE00381,GE0173,C038,G4,2026-09-05,5,15:13:30,Direct,1,0,1,3,C038,1
AE00382,GE0173,C039,G4,2026-09-05,5,15:13:30,Social,0,0,,,C038,1
AE00386,GE0175,C039,G4,2026-09-05,5,12:25:10,Direct,1,0,1,3,C039,1
AE00383,GE0173,C046,G4,2026-09-05,5,15:13:30,Social,0,0,,,C038,1
AE00391,GE0177,C046,G4,2026-09-05,5,06:19:34,Direct,1,0,1,2,C046,1
AE00384,GE0174,C040,G4,2026-09-05,5,09:27:48,Direct,1,1,0,2,C040,1
AE00389,GE0176,C040,G4,2026-09-05,5,17:06:44,Social,0,0,,,C048,1
AE00385,GE0174,C043,G4,2026-09-05,5,09:27:48,Social,0,0,,,C040,1
AE00387,GE0175,C047,G4,2026-09-05,5,12:25:10,Social,0,0,,,C039,1
AE00388,GE0176,C048,G4,2026-09-05,5,17:06:44,Direct,1,0,1,0,C048,1
AE00390,GE0176,C044,G4,2026-09-05,5,17:06:44,Social,0,0,,,C048,1
AE00392,GE0177,C042,G4,2026-09-05,5,06:19:34,Social,0,0,,,C046,1
AE00393,GE0178,C053,G5,2026-09-05,5,07:04:27,Direct,1,0,1,7,C053,1
AE00394,GE0178,C051,G5,2026-09-05,5,07:04:27,Social,0,0,,,C053,1
AE00398,GE0180,C051,G5,2026-09-05,5,16:10:26,Direct,1,0,1,5,C051,1
AE00395,GE0178,C058,G5,2026-09-05,5,07:04:27,Social,0,0,,,C053,1
AE00404,GE0182,C058,G5,2026-09-05,5,10:44:43,Social,0,0,,,C057,1
AE00396,GE0179,C050,G5,2026-09-05,5,16:25:28,Direct,1,0,1,2,C050,1
AE00400,GE0181,C050,G5,2026-09-05,5,11:52:18,Social,0,0,,,C052,1
AE00405,GE0183,C050,G5,2026-09-05,5,08:40:54,Direct,1,0,1,3,C050,1
AE00397,GE0179,C057,G5,2026-09-05,5,16:25:28,Social,0,0,,,C050,1
AE00403,GE0182,C057,G5,2026-09-05,5,10:44:43,Direct,1,0,1,6,C057,1
AE00399,GE0181,C052,G5,2026-09-05,5,11:52:18,Direct,1,1,0,0,C052,1
AE00401,GE0181,C055,G5,2026-09-05,5,11:52:18,Social,0,0,,,C052,1
AE00402,GE0181,C056,G5,2026-09-05,5,11:52:18,Social,0,0,,,C052,1
AE00415,GE0187,C071,G6,2026-09-05,5,10:11:32,Social,0,0,,,C069,0
AE00419,GE0189,C071,G6,2026-09-05,5,17:24:02,Direct,1,0,1,16,C071,0
AE00407,GE0184,C065,G6,2026-09-05,5,11:52:42,Social,0,0,,,C071,1
AE00409,GE0185,C065,G6,2026-09-05,5,08:39:20,Social,0,0,,,C064,1
AE00414,GE0187,C065,G6,2026-09-05,5,10:11:32,Social,0,0,,,C069,1
AE00408,GE0185,C064,G6,2026-09-05,5,08:39:20,Direct,1,0,1,0,C064,1
AE00412,GE0186,C064,G6,2026-09-05,5,15:41:02,Social,0,0,,,C069,1
AE00420,GE0189,C064,G6,2026-09-05,5,17:24:02,Social,0,0,,,C071,1
AE00423,GE0190,C064,G6,2026-09-05,5,06:23:33,Social,0,0,,,C063,1
AE00410,GE0185,C066,G6,2026-09-05,5,08:39:20,Social,0,0,,,C064,1
AE00411,GE0186,C069,G6,2026-09-05,5,15:41:02,Direct,1,0,1,6,C069,1
AE00413,GE0187,C069,G6,2026-09-05,5,10:11:32,Direct,1,0,1,7,C069,1
AE00417,GE0188,C062,G6,2026-09-05,5,07:08:09,Social,0,0,,,C071,1
AE00422,GE0190,C062,G6,2026-09-05,5,06:23:33,Social,0,0,,,C063,1
AE00418,GE0188,C067,G6,2026-09-05,5,07:08:09,Social,0,0,,,C071,1
AE00421,GE0190,C063,G6,2026-09-05,5,06:23:33,Direct,1,0,1,1,C063,1
AE00424,GE0191,C011,G1,2026-09-06,6,08:40:21,Direct,1,0,1,4,C011,1
AE00435,GE0196,C011,G1,2026-09-06,6,16:09:49,Direct,1,0,1,5,C011,1
AE00440,GE0198,C011,G1,2026-09-06,6,17:57:03,Direct,1,0,1,6,C011,1
AE00459,GE0204,C011,G1,2026-09-06,6,09:15:27,Direct,1,1,0,7,C011,1
AE00464,GE0207,C011,G1,2026-09-06,6,18:50:53,Direct,1,0,1,8,C011,1
AE00467,GE0208,C011,G1,2026-09-06,6,13:06:08,Direct,1,0,1,9,C011,1
AE00425,GE0191,C002,G1,2026-09-06,6,08:40:21,Social,0,0,,,C011,1
AE00429,GE0193,C002,G1,2026-09-06,6,09:54:53,Social,0,0,,,C010,1
AE00446,GE0199,C002,G1,2026-09-06,6,17:02:06,Social,0,0,,,C003,1
AE00452,GE0201,C002,G1,2026-09-06,6,13:18:04,Social,0,0,,,C001,1
AE00426,GE0191,C008,G1,2026-09-06,6,08:40:21,Social,0,0,,,C011,1
AE00434,GE0195,C008,G1,2026-09-06,6,17:40:11,Direct,1,0,1,4,C008,1
AE00438,GE0197,C008,G1,2026-09-06,6,07:35:35,Direct,1,0,1,5,C008,1
AE00442,GE0198,C008,G1,2026-09-06,6,17:57:03,Social,0,0,,,C011,1
AE00427,GE0192,C001,G1,2026-09-06,6,13:45:41,Direct,1,0,1,1,C001,1
AE00449,GE0200,C001,G1,2026-09-06,6,07:00:18,Social,0,0,,,C003,1
AE00451,GE0201,C001,G1,2026-09-06,6,13:18:04,Direct,1,0,1,2,C001,1
AE00455,GE0202,C001,G1,2026-09-06,6,11:08:37,Social,0,0,,,C006,1
AE00461,GE0206,C001,G1,2026-09-06,6,17:43:51,Direct,1,1,0,3,C001,1
AE00465,GE0207,C001,G1,2026-09-06,6,18:50:53,Social,0,0,,,C011,1
AE00428,GE0193,C010,G1,2026-09-06,6,09:54:53,Direct,1,0,1,0,C010,1
AE00437,GE0196,C010,G1,2026-09-06,6,16:09:49,Social,0,0,,,C011,1
AE00443,GE0198,C010,G1,2026-09-06,6,17:57:03,Social,0,0,,,C011,1
AE00450,GE0200,C010,G1,2026-09-06,6,07:00:18,Social,0,0,,,C003,1
AE00430,GE0193,C006,G1,2026-09-06,6,09:54:53,Social,0,0,,,C010,1
AE00441,GE0198,C006,G1,2026-09-06,6,17:57:03,Social,0,0,,,C011,1
AE00453,GE0201,C006,G1,2026-09-06,6,13:18:04,Social,0,0,,,C001,1
AE00454,GE0202,C006,G1,2026-09-06,6,11:08:37,Direct,1,1,0,6,C006,1
AE00456,GE0203,C006,G1,2026-09-06,6,16:21:56,Direct,1,0,1,7,C006,1
AE00431,GE0194,C009,G1,2026-09-06,6,16:31:17,Direct,1,1,0,1,C009,1
AE00460,GE0205,C009,G1,2026-09-06,6,12:52:02,Direct,1,0,1,2,C009,1
AE00468,GE0208,C009,G1,2026-09-06,6,13:06:08,Social,0,0,,,C011,1
AE00470,GE0209,C009,G1,2026-09-06,6,10:47:42,Social,0,0,,,C007,1
AE00432,GE0194,C003,G1,2026-09-06,6,16:31:17,Social,0,0,,,C009,1
AE00445,GE0199,C003,G1,2026-09-06,6,17:02:06,Direct,1,0,1,0,C003,1
AE00448,GE0200,C003,G1,2026-09-06,6,07:00:18,Direct,1,0,1,1,C003,1
AE00466,GE0207,C003,G1,2026-09-06,6,18:50:53,Social,0,0,,,C011,1
AE00433,GE0194,C012,G1,2026-09-06,6,16:31:17,Social,0,0,,,C009,1
AE00444,GE0198,C012,G1,2026-09-06,6,17:57:03,Social,0,0,,,C011,1
AE00463,GE0206,C012,G1,2026-09-06,6,17:43:51,Social,0,0,,,C001,1
AE00436,GE0196,C004,G1,2026-09-06,6,16:09:49,Social,0,0,,,C011,1
AE00447,GE0199,C004,G1,2026-09-06,6,17:02:06,Social,0,0,,,C003,1
AE00462,GE0206,C004,G1,2026-09-06,6,17:43:51,Social,0,0,,,C001,1
AE00439,GE0197,C007,G1,2026-09-06,6,07:35:35,Social,0,0,,,C008,1
AE00458,GE0203,C007,G1,2026-09-06,6,16:21:56,Social,0,0,,,C006,1
AE00469,GE0209,C007,G1,2026-09-06,6,10:47:42,Direct,1,0,1,2,C007,1
AE00457,GE0203,C005,G1,2026-09-06,6,16:21:56,Social,0,0,,,C006,1
AE00471,GE0210,C023,G2,2026-09-06,6,12:31:39,Direct,1,0,1,10,C023,1
AE00479,GE0215,C023,G2,2026-09-06,6,16:23:25,Direct,1,0,1,11,C023,1
AE00491,GE0220,C023,G2,2026-09-06,6,10:20:38,Direct,1,0,1,12,C023,1
AE00497,GE0222,C023,G2,2026-09-06,6,17:08:18,Social,0,0,,,C020,1
AE00501,GE0224,C023,G2,2026-09-06,6,12:53:40,Social,0,0,,,C013,1
AE00496,GE0222,C022,G2,2026-09-06,6,17:08:18,Social,0,0,,,C020,0
AE00481,GE0215,C014,G2,2026-09-06,6,16:23:25,Social,0,0,,,C023,0
AE00483,GE0216,C014,G2,2026-09-06,6,15:43:34,Direct,1,0,1,7,C014,0
AE00475,GE0213,C019,G2,2026-09-06,6,17:40:08,Direct,1,1,0,5,C019,1
AE00476,GE0214,C019,G2,2026-09-06,6,10:20:01,Direct,1,0,1,6,C019,1
AE00486,GE0217,C019,G2,2026-09-06,6,09:47:28,Social,0,0,,,C013,1
AE00493,GE0221,C019,G2,2026-09-06,6,12:49:18,Direct,1,0,1,7,C019,1
AE00498,GE0223,C019,G2,2026-09-06,6,17:42:45,Direct,1,0,1,8,C019,1
AE00477,GE0214,C015,G2,2026-09-06,6,10:20:01,Social,0,0,,,C019,1
AE00490,GE0219,C015,G2,2026-09-06,6,12:02:42,Social,0,0,,,C017,1
AE00503,GE0225,C015,G2,2026-09-06,6,13:49:36,Social,0,0,,,C017,1
AE00507,GE0226,C015,G2,2026-09-06,6,10:39:45,Direct,1,0,1,2,C015,1
AE00478,GE0214,C018,G2,2026-09-06,6,10:20:01,Social,0,0,,,C019,1
AE00482,GE0215,C018,G2,2026-09-06,6,16:23:25,Social,0,0,,,C023,1
AE00505,GE0225,C018,G2,2026-09-06,6,13:49:36,Social,0,0,,,C017,1
AE00480,GE0215,C013,G2,2026-09-06,6,16:23:25,Social,0,0,,,C023,1
AE00484,GE0217,C013,G2,2026-09-06,6,09:47:28,Direct,1,0,1,1,C013,1
AE00499,GE0224,C013,G2,2026-09-06,6,12:53:40,Direct,1,0,1,2,C013,1
AE00485,GE0217,C017,G2,2026-09-06,6,09:47:28,Social,0,0,,,C013,1
AE00489,GE0219,C017,G2,2026-09-06,6,12:02:42,Direct,1,1,0,10,C017,1
AE00502,GE0225,C017,G2,2026-09-06,6,13:49:36,Direct,1,0,1,11,C017,1
AE00487,GE0218,C016,G2,2026-09-06,6,12:49:14,Direct,1,0,1,5,C016,1
AE00492,GE0220,C016,G2,2026-09-06,6,10:20:38,Social,0,0,,,C023,1
AE00495,GE0222,C016,G2,2026-09-06,6,17:08:18,Social,0,0,,,C020,1
AE00504,GE0225,C016,G2,2026-09-06,6,13:49:36,Social,0,0,,,C017,1
AE00494,GE0222,C020,G2,2026-09-06,6,17:08:18,Direct,1,0,1,2,C020,1
AE00500,GE0224,C020,G2,2026-09-06,6,12:53:40,Social,0,0,,,C013,1
AE00506,GE0225,C020,G2,2026-09-06,6,13:49:36,Social,0,0,,,C017,1
AE00508,GE0226,C020,G2,2026-09-06,6,10:39:45,Social,0,0,,,C015,1
AE00509,GE0227,C029,G3,2026-09-06,6,11:21:13,Direct,1,0,1,5,C029,1
AE00518,GE0229,C029,G3,2026-09-06,6,16:25:26,Social,0,0,,,C036,1
AE00523,GE0231,C029,G3,2026-09-06,6,15:08:11,Social,0,0,,,C025,1
AE00530,GE0233,C029,G3,2026-09-06,6,18:46:18,Direct,1,0,1,6,C029,1
AE00510,GE0227,C028,G3,2026-09-06,6,11:21:13,Social,0,0,,,C029,1
AE00515,GE0228,C028,G3,2026-09-06,6,12:39:02,Social,0,0,,,C036,1
AE00511,GE0227,C031,G3,2026-09-06,6,11:21:13,Social,0,0,,,C029,1
AE00528,GE0232,C031,G3,2026-09-06,6,06:18:09,Social,0,0,,,C036,1
AE00531,GE0233,C031,G3,2026-09-06,6,18:46:18,Social,0,0,,,C029,1
AE00512,GE0227,C032,G3,2026-09-06,6,11:21:13,Social,0,0,,,C029,1
AE00529,GE0232,C032,G3,2026-09-06,6,06:18:09,Social,0,0,,,C036,1
AE00534,GE0235,C032,G3,2026-09-06,6,06:35:08,Social,0,0,,,C036,1
AE00513,GE0227,C034,G3,2026-09-06,6,11:21:13,Social,0,0,,,C029,1
AE00524,GE0231,C034,G3,2026-09-06,6,15:08:11,Social,0,0,,,C025,1
AE00514,GE0228,C036,G3,2026-09-06,6,12:39:02,Direct,1,0,1,6,C036,1
AE00517,GE0229,C036,G3,2026-09-06,6,16:25:26,Direct,1,0,1,7,C036,1
AE00519,GE0230,C036,G3,2026-09-06,6,09:23:38,Direct,1,0,1,8,C036,1
AE00525,GE0231,C036,G3,2026-09-06,6,15:08:11,Social,0,0,,,C025,1
AE00526,GE0232,C036,G3,2026-09-06,6,06:18:09,Direct,1,0,1,9,C036,1
AE00533,GE0235,C036,G3,2026-09-06,6,06:35:08,Direct,1,1,0,10,C036,1
AE00516,GE0228,C030,G3,2026-09-06,6,12:39:02,Social,0,0,,,C036,1
AE00520,GE0230,C033,G3,2026-09-06,6,09:23:38,Social,0,0,,,C036,1
AE00535,GE0235,C033,G3,2026-09-06,6,06:35:08,Social,0,0,,,C036,1
AE00521,GE0231,C025,G3,2026-09-06,6,15:08:11,Direct,1,0,1,0,C025,1
AE00527,GE0232,C025,G3,2026-09-06,6,06:18:09,Social,0,0,,,C036,1
AE00522,GE0231,C026,G3,2026-09-06,6,15:08:11,Social,0,0,,,C025,1
AE00532,GE0234,C026,G3,2026-09-06,6,14:31:15,Direct,1,1,0,2,C026,1
AE00536,GE0236,C038,G4,2026-09-06,6,11:28:39,Direct,1,1,0,4,C038,1
AE00537,GE0237,C050,G5,2026-09-06,6,15:44:58,Direct,1,0,1,4,C050,1
AE00559,GE0247,C050,G5,2026-09-06,6,16:38:21,Social,0,0,,,C051,1
AE00538,GE0237,C059,G5,2026-09-06,6,15:44:58,Social,0,0,,,C050,1
AE00539,GE0238,C057,G5,2026-09-06,6,09:29:37,Direct,1,0,1,7,C057,1
AE00546,GE0243,C057,G5,2026-09-06,6,18:00:42,Direct,1,0,1,8,C057,1
AE00551,GE0244,C057,G5,2026-09-06,6,12:51:25,Social,0,0,,,C053,1
AE00552,GE0245,C057,G5,2026-09-06,6,07:23:19,Direct,1,0,1,9,C057,1
AE00540,GE0238,C051,G5,2026-09-06,6,09:29:37,Social,0,0,,,C057,1
AE00543,GE0240,C051,G5,2026-09-06,6,18:29:59,Social,0,0,,,C054,1
AE00549,GE0244,C051,G5,2026-09-06,6,12:51:25,Social,0,0,,,C053,1
AE00558,GE0247,C051,G5,2026-09-06,6,16:38:21,Direct,1,0,1,6,C051,1
AE00541,GE0239,C053,G5,2026-09-06,6,15:46:52,Direct,1,0,1,8,C053,1
AE00544,GE0241,C053,G5,2026-09-06,6,12:40:06,Direct,1,0,1,9,C053,1
AE00545,GE0242,C053,G5,2026-09-06,6,06:11:01,Direct,1,0,1,10,C053,1
AE00548,GE0244,C053,G5,2026-09-06,6,12:51:25,Direct,1,0,1,11,C053,1
AE00542,GE0240,C054,G5,2026-09-06,6,18:29:59,Direct,1,0,1,3,C054,1
AE00557,GE0246,C054,G5,2026-09-06,6,09:26:59,Social,0,0,,,C052,1
AE00547,GE0243,C058,G5,2026-09-06,6,18:00:42,Social,0,0,,,C057,1
AE00554,GE0245,C058,G5,2026-09-06,6,07:23:19,Social,0,0,,,C057,1
AE00561,GE0247,C058,G5,2026-09-06,6,16:38:21,Social,0,0,,,C051,1
AE00560,GE0247,C056,G5,2026-09-06,6,16:38:21,Social,0,0,,,C051,0
AE00553,GE0245,C052,G5,2026-09-06,6,07:23:19,Social,0,0,,,C057,1
AE00556,GE0246,C052,G5,2026-09-06,6,09:26:59,Direct,1,0,1,1,C052,1
AE00555,GE0245,C060,G5,2026-09-06,6,07:23:19,Social,0,0,,,C057,1
AE00562,GE0248,C071,G6,2026-09-06,6,06:54:18,Direct,1,0,1,17,C071,1
AE00565,GE0250,C071,G6,2026-09-06,6,06:46:34,Direct,1,0,1,18,C071,1
AE00563,GE0249,C069,G6,2026-09-06,6,16:58:41,Direct,1,0,1,8,C069,1
AE00567,GE0250,C069,G6,2026-09-06,6,06:46:34,Social,0,0,,,C071,1
AE00569,GE0251,C069,G6,2026-09-06,6,14:10:21,Direct,1,0,1,9,C069,1
AE00571,GE0252,C069,G6,2026-09-06,6,17:13:36,Direct,1,0,1,10,C069,1
AE00564,GE0249,C063,G6,2026-09-06,6,16:58:41,Social,0,0,,,C069,1
AE00566,GE0250,C064,G6,2026-09-06,6,06:46:34,Social,0,0,,,C071,1
AE00573,GE0253,C064,G6,2026-09-06,6,12:43:05,Direct,1,0,1,1,C064,1
AE00574,GE0254,C064,G6,2026-09-06,6,10:29:47,Direct,1,1,0,2,C064,1
AE00568,GE0250,C070,G6,2026-09-06,6,06:46:34,Social,0,0,,,C071,1
AE00570,GE0251,C068,G6,2026-09-06,6,14:10:21,Social,0,0,,,C069,1
AE00572,GE0252,C062,G6,2026-09-06,6,17:13:36,Social,0,0,,,C069,1
AE00575,GE0255,C001,G1,2026-09-07,7,16:56:37,Direct,1,0,1,4,C001,1
AE00580,GE0256,C001,G1,2026-09-07,7,17:05:04,Social,0,0,,,C012,1
AE00584,GE0258,C001,G1,2026-09-07,7,08:12:09,Direct,1,0,1,5,C001,1
AE00599,GE0264,C001,G1,2026-09-07,7,17:02:32,Social,0,0,,,C011,1
AE00576,GE0255,C003,G1,2026-09-07,7,16:56:37,Social,0,0,,,C001,1
AE00587,GE0259,C003,G1,2026-09-07,7,11:23:29,Social,0,0,,,C006,1
AE00589,GE0260,C003,G1,2026-09-07,7,13:50:33,Direct,1,0,1,2,C003,1
AE00592,GE0261,C003,G1,2026-09-07,7,17:06:09,Social,0,0,,,C006,1
AE00577,GE0255,C005,G1,2026-09-07,7,16:56:37,Social,0,0,,,C001,1
AE00606,GE0267,C005,G1,2026-09-07,7,18:26:28,Social,0,0,,,C006,1
AE00578,GE0255,C011,G1,2026-09-07,7,16:56:37,Social,0,0,,,C001,1
AE00593,GE0261,C011,G1,2026-09-07,7,17:06:09,Social,0,0,,,C006,1
AE00598,GE0264,C011,G1,2026-09-07,7,17:02:32,Direct,1,0,1,10,C011,1
AE00600,GE0265,C011,G1,2026-09-07,7,07:23:57,Direct,1,0,1,11,C011,1
AE00579,GE0256,C012,G1,2026-09-07,7,17:05:04,Direct,1,0,1,0,C012,0
AE00594,GE0261,C012,G1,2026-09-07,7,17:06:09,Social,0,0,,,C006,0
AE00597,GE0263,C012,G1,2026-09-07,7,14:59:52,Direct,1,1,0,1,C012,0
AE00581,GE0257,C007,G1,2026-09-07,7,07:49:41,Direct,1,0,1,3,C007,1
AE00588,GE0259,C007,G1,2026-09-07,7,11:23:29,Social,0,0,,,C006,1
AE00582,GE0257,C002,G1,2026-09-07,7,07:49:41,Social,0,0,,,C007,1
AE00583,GE0257,C004,G1,2026-09-07,7,07:49:41,Social,0,0,,,C007,1
AE00585,GE0258,C006,G1,2026-09-07,7,08:12:09,Social,0,0,,,C001,1
AE00586,GE0259,C006,G1,2026-09-07,7,11:23:29,Direct,1,0,1,8,C006,1
AE00590,GE0260,C006,G1,2026-09-07,7,13:50:33,Social,0,0,,,C003,1
AE00591,GE0261,C006,G1,2026-09-07,7,17:06:09,Direct,1,0,1,9,C006,1
AE00605,GE0267,C006,G1,2026-09-07,7,18:26:28,Direct,1,0,1,10,C006,1
AE00607,GE0268,C006,G1,2026-09-07,7,12:32:12,Direct,1,0,1,11,C006,1
AE00595,GE0262,C009,G1,2026-09-07,7,06:06:58,Direct,1,1,0,3,C009,1
AE00602,GE0266,C009,G1,2026-09-07,7,07:33:11,Social,0,0,,,C008,1
AE00601,GE0266,C008,G1,2026-09-07,7,07:33:11,Direct,1,0,1,6,C008,1
AE00603,GE0266,C010,G1,2026-09-07,7,07:33:11,Social,0,0,,,C008,1
AE00608,GE0269,C019,G2,2026-09-07,7,13:43:52,Direct,1,0,1,9,C019,1
AE00609,GE0269,C013,G2,2026-09-07,7,13:43:52,Social,0,0,,,C019,1
AE00610,GE0269,C022,G2,2026-09-07,7,13:43:52,Social,0,0,,,C019,1
AE00611,GE0270,C029,G3,2026-09-07,7,06:30:20,Direct,1,0,1,7,C029,1
AE00615,GE0272,C029,G3,2026-09-07,7,17:08:37,Direct,1,0,1,8,C029,1
AE00619,GE0273,C029,G3,2026-09-07,7,17:09:10,Social,0,0,,,C026,1
AE00612,GE0270,C030,G3,2026-09-07,7,06:30:20,Social,0,0,,,C029,1
AE00613,GE0270,C036,G3,2026-09-07,7,06:30:20,Social,0,0,,,C029,1
AE00614,GE0271,C036,G3,2026-09-07,7,08:13:29,Direct,1,0,1,11,C036,1
AE00617,GE0272,C036,G3,2026-09-07,7,17:08:37,Social,0,0,,,C029,1
AE00616,GE0272,C034,G3,2026-09-07,7,17:08:37,Social,0,0,,,C029,1
AE00618,GE0273,C026,G3,2026-09-07,7,17:09:10,Direct,1,0,1,3,C026,1
AE00620,GE0274,C033,G3,2026-09-07,7,16:14:59,Direct,1,1,0,0,C033,1
